ID,"First Name","Last Name","Company Name","Company Slug",Email,Overview,Phone,Website,"Number of Brands","Number of Products",City,State,Country,Facebook,Twitter,Instagram,Thumblr,Youtube,Googleplus,"Company Age","Allow Dropshipping",Tags,"Show Video"
156,Avalon,Organics,"Avalon Organics",avalon-organics,alijsdfba;isu,"  It\'s in our name: Avalon Organics®. Our commitment to organic agriculture extends beyond personal care formulation to a passion for home-grown sustainability, a cleaner global environment and, of course, personal health. Our dedication to these ideals is summarized in our pledge, Consciousness in Cosmetics®: To honor our bodies and the world we live in by creating an extraordinary range of truly effective personal care products that are inherently pure, safe and certified to the NSF/ANSI 305 Standard for Personal Care Products Containing Organic Ingredients. Each of our products is made with organic ingredients, including botanicals, extracts and essential oils. We honor ourselves, our planet and our users with the Consciousness in Cosmetics® promise. We urge you to take time to honor yourself everyday.",0,http://www.avalonorganics.com/,1,8,Boulder,CO,"United States",,,,,,,0,No,,No
157,Peter,Lamas,"Peter Lamas",peter-lamas,a;djsnfa;sdjnf," Peter has seen firsthand the detrimental effect that chemicals, additives and abrasives, found in many skin and hair care products, have on people. The long-term impact of using harsh chemicals can do permanent damage to the very thing you\\\'re seeking to enhance. At the most, some of these chemicals are quite toxic and known carcinogens. The skin is the body\\\'s largest organ, and it is incredibly permeable. Every product you use isn\\\'t simply sitting on your skin, it is absorbed and enters your system.",0,http://www.peterlamas.com/,1,9,"Los Angeles",CA,"United States",,,,,,,0,No,,No
158,"Antho ",Purists,"Antho Purists",antho-purists,aslkjdfasldjkfb,"  We created Antho for all of you who want to end the tiresome and disappointing search for the perfect healthy organic skincare. Weve been there, trying hundreds of products, natural and not so natural, that didnt work or performed badly, but cost an arm and a leg. Here you can be sure to get truly organic, vegan and eco-friendly products that really work and are responsible in every way without breaking a bank. ",0,http://www.myantho.com/,1,3,Somerville,MA,"United States",,,,,,,0,No,,No
159,"Leo and Vladimir",,"Nature\'s Gate",natures-gate,;ASKNDalksnd,"  Nature\'s Gate was founded 40 years ago using nature as our inspiration and guide. Our founders, Leo and Vladimir hand collected rainwater, blended it with natural herbs from their herb shop, and created the very first Rainwater Shampoo. They started giving it away to their friends and customers that came into the herb shop and soon it became a phenomenon all along Venice Beach. ",0,http://www.natures-gate.com/,1,9,Venice,CA,"United States",,,,,,,0,No,,No
160,"Dr Bronner",,"Dr Bronners Magic Soap",dr-bronners-magic-soap,,"     Dr. Bronner’s Magic Soaps are synonymous with Old World quality and time-honored simplicity, which can be traced back to the family’s German-Jewish soapmaking tradition. Born in 1908 to a Jewish family that had been making soap since 1858, Emanuel Bronner was the third generation certified as a master soapmaker under the guild system of the time. In 1929, he brought his formulas for high-quality liquid and bar soaps to America, starting Dr. Bronner’s Magic Soaps in its current form in 1948.",0,https://www.drbronner.com,1,3,Vista,CA,"United States",,,,,,,0,No,,Yes
161,"Bob and Steve",,"Kiss My Face",kiss-my-face,AJSDNFA;SKDJLNF,"Kiss My Face is no newcomer to the green marketplace. KISS was founded by Bob Macleod and Steve Byckiewicz 30 years ago on a 200 acre farm in New York\'s beautiful Hudson River Valley.

It was the dawn of the 1980\'s. A couple of (very) young vegetarians are living happily in an ancient house on an organic farm that was used as a hospital during the Revolutionary war. One night in front of a crackling fire, a light goes off and the two modestly decide to revolutionize the cosmetic industry. Lofty plans with loads of creativity and style are created.",0,https://www.kissmyface.com,1,14,Hudson,NY,"United States",,,,,,,0,No,,No
162,Alan,Eschenburg,Belegenza,belegenza,as;djofna;sdjnf,"At Belegenza, we began our journey with the realization that it was time to return to the wisdom of the ages...return to the Earth for the answers. Nature provides beauty in abundance when the conditions are right. In other words, the most lush plant and animal life occur when the proper nutrition is available and the environment is appropriate.",0,https://belegenza.com,1,26,Houston,TX,"United States",,,,,,,0,No,,No
163,"Matthew and Andrew",,Malin+Goetz,malin-goetz,,"        Since we opened our doors, we have developed our own formulas and manufacture our products locally to our Manhattan operations.  We support other small, family run manufacturing and formulating businesses in New York, New Jersey, and Connecticut.  Our candles are even made right here in Brooklyn!  We have maintained loyal development and manufacturing partnerships since our beginning.  This allows for quality control and volume pricing considerations that ultimately benefit our customers.  For us, this is sustainable, fair and equal trade. ",1,http://www.malinandgoetz.com/,1,18,"New York",NY,"United States",,,,,,,0,No,,No
164,Phyllis,Heitjan,Aesop,aesop,test1@mail.com,"                      Aesop was established in Melbourne in 1987 with a quest to create a range of superlative products for the skin, hair and body. We are committed to using both plant-based and laboratory-made ingredients of the highest quality and proven efficacy – particularly those with the greatest anti-oxidant properties. 
 
We value all human endeavours undertaken with intellectual rigour, vision, and a nod to the whimsical. Every Aesop product is made with the same attention to detail we believe should be applied to life at large, taking into consideration a diversity of needs as well as seasonal and environmental conditions.",0,http://www.aesop.com,1,14,,AL,"United States",,,,,,,0,No,"Classic Conditioner, Volumising Conditioner, Colour Protection Conditioner, Rose Hair & Scalp Moisturising Masque,Shine Lightweight Hydrating Oil,Sage & Cedar Scalp Treatment,Nurturing Conditioner,Violet Leaf Hair Balm,Classic Shampoo,Volumising Shampoo, Nurturing Shampoo, Equalising Shampoo, Colour Protection Shampoo, Calming Shampoo",Yes
165,Travis,Dowdy,"Travis Dowdy",travis-dowdy,,"    In 2006, professional stylist Travis Dowdy took his passion and founded Travis Dowdy salon products,  a line of innovative hair care products based in Atlanta, Georgia. With a promise to research and develop the best professional hair care products Travis has continued to inspire the professional hair care industry with innovative combinations of natural ingredients. We sincerely hope you will discover the freedom of versatility and individual style that only Travis Dowdy salon products can offer.",0,http://travisdowdyhaircare.com/,1,6,Atlanta,GA,"United States",,,,,,,0,No,,Yes
166,Intelligent,Nutrients,"Intelligent Nutrients",intelligent-nutrients,,"  Intelligent Nutrients takes the time and money to have a 3rd party audit our manufacturing, storage and shipping practices – from the raw ingredients right down to the finished goods. And unlike many “natural” and “organic” brands, our ingredient listings are fully transparent. That means that if it’s in our products, it’s on the label. It’s as simple as that.",0,http://www.intelligentnutrients.com,1,17,Minneapolis,MN,"United States",,,,,,,0,No,"Spray-On Detangler,Hair and Scalp Treatment Oil,Styling Pomade,Curly Hair Serum,Volumizing Spray,Volumizing Spray,Volumizing Foam,Hair and Scalp Treatment Remedy,Harmonic Conditioner,Pureluxe Shampoo,Leave-In Conditioner,Pureluxe Conditioner,Harmonic Shampoo",Yes
167,"David and Nina",,"Alder New York",alder-new-york,,"   Alder New York was founded in 2011 by David J. Krause and Nina Zilka. The brand is known for thoughtful, practical designs that extend from their menswear to their line of all natural apothecary goods. Alder New York believes in functionality of clothing, injected with a sense of wit, and products made locally, with skill, that are safe, natural, and chemical-free.",0,http://aldernewyork.com/,1,1,Brooklyn,NY,"United States",,,,,,,0,No,,No
215,"Alikay ","Naturals ","Alikay Naturals ",alikay-naturals,,"    In 2007 Rochelle went natural for the first time, with inspiration from her mother Marlene Moulton and her husband Demond Campbell she decided to stop chemically relaxing her hair and cut it all off. The first year of being natural was a learning experience, where she damaged her hair with over coloring. Then she faced an even greater issue there were no products that kept her hair moisturized. Most products on the market were filled with chemicals, false promises, and focused on the temporary look of styling rather than overall hair health. So again in December of 2008, she did another Big Chop but this time vowing to do it the right way. The biggest hurdle again became finding products to help her hair be healthy and grow longer. Also in 2008 Rochelle began designing eclectic jewelry and accessories and selling her handmade creations to the world after naming her line Nyamani Chic.",0,http://www.alikaynaturals.com/,1,2,"Fort Myers",FL,"United States",,,,,,,0,No,,No
7054,"Bonfi ",Natural,"Wet n Wavy Products",wet-n-wavy-products,wetnwavy@verizon123456.net,"  ",703257,http://www.wetnwavy.com/,3,39,"Manassas Park",VT,"United States",,,,,,,0,No,,No
387,"Janell ",Stephen,"Camille Rose Naturals",camille-rose-naturals,info@camillerosenaturals123.com,"   Founded in 2010 by Janell Stephens, a mother of five and dedicated vegan, Camille Rose Naturals is a 100% MOMpreneur owned and operated company. We are dedicated to developing and marketing hand-made hair, skin and body care products for modern natural hair sophisticates who care about their total health, beauty and wellness. 
",888,http://www.camillerosenaturals.com/,1,23,Macon,GA,"United States",,,,,,,0,No,,No
