ID,"Product Name",Description,"Short Description",Instructions,Ingredients,"Brand Description","Product Consistency","Intended Gender","Type of Hair","Is Organic",Quantity,UPC,"Product Tags","Hair Style","Hair Length","Hair Texture","Cemical Treatments","Hair Conditions","Hair Description",Demographic,"Targeted Age Range",Price,"Image Url"
4678,"Leave-In Conditioner Lustre Lotion","This decadent lotion infused with luxurious cashmere smoothes, de-frizzes, sleekens and imparts an amazing weightless luster and softness. Moisturizes and conditions hair, while giving hair a luzurios feeling of repaired, healthy hair.","Don’t cheat your hair - give it the royal treatment with göt2b smooth operator leave-in conditioner LUSTRE LOTION.","Pump into hand and distribute evenly through towel-dried hair and style away.","Aqua (Water), Cyclopentasiloxane, C13-14 Isoparaffin, Dimethicone, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Glycerin, Dimethiconol, Phenyl Trimethicone, Polyquaternium-46, PVP, Stearalkonium Chloride, Isohexadecane, Polysorbate 80, PEG/PPG-18/18 Dimethicone, Hydrolyzed Wool, Ethylhexyl Methoxycinnamate, Alcohol Denat., Disodium EDTA, Methylparaben, DMDM Hydantoin, Parfum (Fragrance), Linalool, Limonene, Citronellol.",,Liquid,both,"Naturally Straight,Curly",no,,052336338432,,"Braids,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c",None,"No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",8.63,http://hairlibrary.com/wp-content/uploads/2014/09/Smoothing-Lustre-Lotion.jpg
4680,"Max-Control GEL","Finally, a gel hard-wired for hard-hold. Stubborn, inflexible, gt2b spiked-up max-control GELs firm grip makes styling a snap. Spiky, stiff, sleek, whatever your style, its staying that way.","In place, in style. Only demanding styles need apply","Work a liberal amount through damp or dry hair and style your way.","Aqua (Water), VP/VA Copolymer, Glycerin, PVP, Carbomer, Aminomethyl Propanol, Panthenol, Oleth-20, Propylene Glycol, Disodium EDTA, Benzophenone-4, DMDM Hydantoin, Methylparaben, Parfum (Fragrance), Butylphenyl Methylpropional, Linalool, Hexyl Cinnamal, CI 42090 (Blue 1).",,Gel,both,"Naturally Straight,Curly",no,1000,5233633140,"Got2b, Max-Control GEL, short hair styles, stong hold gel, pixie cuts","Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c","Permed Curly ,None","No, I don't have any hair conditions","soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",7.33,http://hairlibrary.com/wp-content/uploads/2014/09/Max-control-GEL.jpg
4682,"Anti-Breakage Shampoo","Strengthens against breakage for 97% less hair fall
Strength seekers and damage doers, this is the shampoo for you. Protect your mane from the damage caused by detangling and styling with this strand-strengthening formula for 97% less hair fall.
Clinically Proven Healthier Hair with Every Wash","Pantene Anti-Breakage Strengthening Shampoo helps reinforce each strand against damage from root to tip. It features our Pro-V antioxidant formula and Vitamin E. For 97% less breakage, use daily with Anti-Breakage Strengthening Conditioner.","Lather into wet hair; repeat if you want to. Follow with Anti-Breakage Conditioner to lock in strength while locking out damage. ","Water, Sodium Lauryl Sulfate, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Glycol Distearate, Dimethicone, Sodium Citrate, Cocamide Mea, Sodium Xylenesulfonate, Fragrance, Citric Acid, Sodium Benzoate, Guar Hydroxypropyltrimonium Chloride, Sodium Chloride, Tetrasodium Edta, Trisodium Ethylenediamine Disuccinate, Panthenol, Panthenyl Ethyl Ether,Ttocopheryl Aacetate, Methylchloroisothiazolinone, Methylisothiazolinone.",,Liquid,both,"Naturally Straight,Curly",no,1000,080878176281,,"Weave,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c",None,"Split Breakage,No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",6.99,http://hairlibrary.com/wp-content/uploads/2014/09/Anti-Breakage-Shampoo.jpg
4684,"Color Preserve Shine Conditioner","Fights fade-out. Brilliant shine.
Achieve amazing shine one strand at a time, all the while locking in the color you love.
Clinically Proven Healthier Hair with Every Wash","Pantene Color Preserve Shine Conditioner is a nourishing conditioner designed to help prevent damage to color treated hair while boosting shine. For lasting color, use with Color Preserve Shine Shampoo.","Massage into wet hair after shampooing, paying special attention to ends. Rinse thoroughly. Gentle enough for use on permed or color-treated hair. ","Water, Stearyl Alcohol, Behentrimonium Methosulfate, Cetyl Alcohol, Fragrance, Bis-Aminopropyl Dimethicone, Benzyl Alcohol, Disodium EDTA, Panthenol, Panthenyl Ethyl Ether, Trisodium Ethylenediamine Disuccinate, Methylchloroisothiazolinone, Methylisothiazolinone.",,Liquid,both,"Naturally Straight,Relaxed Straight,Curly",no,1000,80878177677,,"Weave,Relaxed Straight Hair ,Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c","Colored Hair, Relaxed Straight,Permed Curly ","No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",6.99,http://hairlibrary.com/wp-content/uploads/2014/09/Color-Preserve-Shine-Conditioner.jpg
4686,"Aqualight Weightless Conditioning Shake","Shake up your hair-care routine. Refresh and rejuvenate your style with lightweight conditioners.
USAGE:
WHO: Those looking for the healthy swish of clean, lightweight hair
WHEN: Daily to give hair a clean, healthy shine","Zero weight. 100% More nourishment.
Helps protect your hair from damage during heat styling.
Weightless conditioning.","Shake well to blend. Spray the weightless mist on damp hair to condition and help protect your hair from damage during heat styling. ","Water, Alcohol Denat, Isododecane, Disiloxane, Glycerin, Vp/Va Copolymer, Polyquaternium-16, Fragrance, Dimethicone, Panthenol, Ethylhexyl Methoxycinnamate, Dimethiconol, Green 6, Violet 2.
",,Aresol,both,"Naturally Straight,Curly",no,1000,80878058143,,"Weave,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c",None,"No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",8.99,http://hairlibrary.com/wp-content/uploads/2014/09/Aqualight-Weightless-Conditioning-Shake.jpg
4688,"Beautiful Lengths Finishing Crème","Strengthen &amp; Smooth Finishing Crme helps strengthen hair against damage, and leaves your hair looking smooth all day. Helps resist breakage to grow hair longer and stronger
Strong yet smoothit&#39;s like a dream man for your mane. Work your look with this styler to strengthen and grow your hair longer, faster.","Pantene Pro-V Restore Beautiful Lengths Smoothing Balm helps resist breakage so you can grow hair longer and helps keep fly-aways and frizz under control. It leaves you with smooth, manageable hair after you style it.","Apply liberally through damp hair with fingers. Style hair as usual, either air-drying or diffusing to minimize frizz. Use with Restore Beautiful Lengths shampoo, conditioner and hairspray. ","Water/EAU, Cyclopentasiloxane, Va/Crotonates/Vinyl Neodecanoate Copolymer, Triethanolamine, PEG/PPG-18/18 Dimethicone, Dimethiconol, Panthenyl Ethyl Ether, Panthenol, Ceteth-20, Sodium Chloride, Fragrance/Parfum, DMDM Hydantoin, Disodium EDTA, Iodopropynyl Butylcarbamate",,Wax,both,"Naturally Straight,Curly",no,1000,885873042735,,"Weave,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c",None,"No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",4.99,http://hairlibrary.com/wp-content/uploads/2014/09/Beautiful-Lengths-Finishing-Crème.jpg
4690,"Nature Fusion with Melon Extract Shampoo","Leaves hair feeling nourished for 24 hours
Use nature to nurture your hair. Restore moisture balance to dry hair with a unique blend of aloe vera, calendula, and ginger. And, added cassia makes hair up to 10x stronger.","Rich wash that revives and nourishes overworked hair to unlock its radiant shine
Advanced formula combines Pantene's Pro-V science naturally derived Cassia
Gentle formula is paraben-free","Massage into wet hair to create lather. Rinse. Gentle enough for color-treated or permed hair. ","Water, Sodium Laureth Sulfate, Sodium Chloride, Cocamidopropyl Betaine, Sodium Xylenesulfonate, Cocamide MEA, Cassia Hydroxypropyltrimonium Chloride, Aloe Barbadensis Leaf Juice Powder, Calendula Officinalis Flower Extract, Zingiber Officinale (Ginger) Root Extract, Panthenol, Panthenyl Ethyl Ether, Citric Acid, Dimethiconol, Fragrance, Sodium Benzoate, Disodium EDTA, Methylchloroisothiazolinone, Methylisothiazolinone, Sodium Citrate, Yellow 5, Orange 4.
",,Liquid,both,"Naturally Straight,Curly",no,1000,80878040377,,"Weave,Permed/Texturized Hair,Naturally Curly Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c","Colored Hair,Permed Curly ","No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",12.38,http://hairlibrary.com/wp-content/uploads/2014/09/Nature-Fusion-with-Melon-Extract-Shampoo.jpg
4692,"Maximum Hold Mousse","Pantenes formula features flexible polymers that smooth cuticles and boost volume for the perfect mix of body and control. Your styles are soft and have free-flowing bounce and body.
Smooth cuticles &amp; boost volume for the perfect mix of volume &amp; control
Hold the crunch, please. Ordering up an updo or some volume, get style that lasts and maximum hold without the crunch.","Pantenes formula features flexible polymers that smooth cuticles and boost volume for the perfect mix of body and control. Your styles are soft and have free-flowing bounce and body.","Shake can well. Turn can completely upside down to dispense into hand. Spread evenly on damp hair. To be style Savvy: Flip hair upside down as you begin to blow dry. When hair is slightly damp, continue drying with a round brush for increased volume. For a natural look scrunch hair and air-dry. ","Water, Isobutane, Propane, Polyquaternium-11, PVP, Vp/Va Copolymer, Phenoxyethanol, Chitosan, Polyquaternium-16, Laureth-4, Fragrance, Disodium EDTA, Formic Acid, Methylparaben, Cetrimonium Chloride, Panthenyl Ethyl Ether, Panthenol.
",,Aresol,both,"Naturally Straight,Curly",no,1000,80878062188,,"Weave,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c",None,"No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",2.81,http://hairlibrary.com/wp-content/uploads/2014/09/Maximum-Hold-Mousse.jpg
4694,"Easy-To-Use Unscented Foam","Men&#39;s ROGAINE Foam is easy to use--and best of all, it works. Make ROGAINE Foam part of your everyday regimen and feel proud of your hair again. ROGAINE Foam goes on easily and dries quickly. In clinical testing, it regrew hair in 85% of men after four months when used twice daily.","Men's ROGAINE Foam is easy to use--and best of all, it works. Make ROGAINE Foam part of your everyday regimen and feel proud of your hair again. ROGAINE Foam goes on easily and dries quickly. In clinical testing, it regrew hair in 85% of men after four months when used twice daily.","Read labels, warnings, and directions before using or consuming a product ","See package for product ingredients",*,Foam,male,"Naturally Straight,Relaxed Straight,Curly,Dreds,Braids",no,1000,652627903730,"Rogaine, Hair Regrowth Treatment","Weave,Relaxed Straight Hair ,Braids,Wigs,Dreds,Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c",None,"Pattern Baldness,Alopecia","soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",25.00,http://hairlibrary.com/wp-content/uploads/2014/09/Easy-to-use-Unscented-Foam.png
4696,"Regrowth X-Strength Unscented","The original, doctor-recommended treatment for hair regrowth.
If you suffer from hereditary hair loss, Men&#39;s ROGAINE Extra Strength Topical Solution can regrow your hair.
Clinically proven to help re-grow hair
Revitalizes hair follicles
5-percent Minoxidil topical solution
New, easy-to-use applicator
Not For Use By Women","Clinically proven to help re-grow hair
Revitalizes hair follicles
5-percent Minoxidil topical solution
New, easy-to-use applicator
Not For Use By Women","Apply one ml with dropper 2 times a day directly onto the scalp in the hair loss area. Using more or more often will not improve results. Continued use is necessary to increase and keep your hair regrowth, or hair loss will begin again. Before use, read all information on carton and enclosed booklet. Keep the carton. It contains important information. ","Active Ingredient: Minoxidil (5%) w/v. Inactive Ingredients: Alcohol, Propylene Glycol, Purified Water.",,Liquid,male,"Naturally Straight,Relaxed Straight,Curly,Dreds,Braids",no,,312547700603,,"Weave,Relaxed Straight Hair ,Braids,Wigs,Dreds,Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c",None,"Pattern Baldness,Alopecia","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",44.09,http://hairlibrary.com/wp-content/uploads/2014/09/Regrowth-X-Strength-Unscented.jpg
4698,"Hair Regrowth Treatment","Women&#39;s ROGAINE Topical Solution contains minoxidil, the first FDA-approved ingredient clinically proven to help regrow hair. The solution penetrates into the scalp to stimulate shrunken hair follicles, allowing hair to develop over time. Just apply every day, twice a day, as part of your regular beauty regimen.","Women's ROGAINE Topical Solution contains minoxidil, the first FDA-approved ingredient clinically proven to help regrow hair. The solution penetrates into the scalp to stimulate shrunken hair follicles, allowing hair to develop over time. Just apply every day, twice a day, as part of your regular beauty regimen.","Apply one mL with dropper 2 times a day directly onto the scalp in the hair loss area. Using more or more often will not improve results. Continued use is necessary to increase and keep your hair regrowth, or hair loss will begin again. ","Alcohol, propylene glycol, purified water",,Liquid,female,"Naturally Straight,Relaxed Straight,Curly,Dreds,Braids",no,,312547780605,,"Weave,Relaxed Straight Hair ,Braids,Wigs,Dreds,Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c",None,"Pattern Baldness,Alopecia","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",41.99,http://hairlibrary.com/wp-content/uploads/2014/09/Hair-Regrowth-Treatment1.jpg
